Company,Date,OriginalDividend,SanitizedDividend,PrevPrice,OriginalImpact,Action
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2016-03-29,1.52,1.52,,,missing_prev_price
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2016-09-01,0.25,0.25,26.5,0.009433962264150943,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2017-03-29,1.75,1.75,26.95,0.06493506493506494,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2017-08-24,0.3,0.3,40.8,0.007352941176470588,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2018-03-28,2.4,2.4,46.0,0.05217391304347826,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2018-08-16,0.3,0.3,38.05,0.007884362680683312,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2019-04-09,2.45,2.45,34.0,0.07205882352941177,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2019-09-03,0.3,0.3,27.2,0.011029411764705883,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2020-03-19,0.0025,0.0025,20.9,0.00011961722488038279,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2020-09-16,0.3,0.3,25.15,0.011928429423459244,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2021-04-01,2.7,2.7,32.85,0.0821917808219178,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2021-09-28,0.3,0.3,27.6,0.010869565217391304,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2022-03-24,0.0027,0.0027,26.0,0.00010384615384615386,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2022-09-21,0.3,0.3,19.55,0.015345268542199487,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2023-05-02,2.8,2.8,,,missing_prev_price
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2023-09-15,0.5,0.5,36.0,0.013888888888888888,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2024-04-29,2.7,2.7,,,missing_prev_price
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2024-09-26,1.0,1.0,47.35,0.021119324181626188,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2025-04-16,0.00703,0.00703,67.0,0.00010492537313432836,keep
GUARANTY TRUST HOLDING COMPANY NIGERIA (NIGERIA),2025-10-08,1.0,1.0,95.0,0.010526315789473684,keep
GUINNESS NIGERIA (NIGERIA),2016-10-17,0.5,0.5,,,missing_prev_price
GUINNESS NIGERIA (NIGERIA),2017-09-25,0.64,0.64,,,missing_prev_price
GUINNESS NIGERIA (NIGERIA),2018-09-24,1.84,1.84,,,missing_prev_price
GUINNESS NIGERIA (NIGERIA),2019-09-23,1.52,1.52,,,missing_prev_price
GUINNESS NIGERIA (NIGERIA),2021-09-29,0.46,0.46,30.0,0.015333333333333334,keep
GUINNESS NIGERIA (NIGERIA),2022-09-26,7.14,7.14,,,missing_prev_price
HONEYWELL FLOUR MILLS NIGERIA (NIGERIA),2017-09-14,0.06,0.06,2.1,0.02857142857142857,keep
HONEYWELL FLOUR MILLS NIGERIA (NIGERIA),2018-09-10,0.06,0.06,,,missing_prev_price
HONEYWELL FLOUR MILLS NIGERIA (NIGERIA),2020-09-17,0.04,0.04,0.96,0.04166666666666667,keep
HONEYWELL FLOUR MILLS NIGERIA (NIGERIA),2021-09-06,0.07,0.07,,,missing_prev_price
INTERNATIONAL BREWERIES NIGERIA (NIGERIA),2016-07-18,0.35,0.35,,,missing_prev_price
JAIZ BANK NIGERIA (NIGERIA),2020-06-29,0.03,0.03,,,missing_prev_price
JAIZ BANK NIGERIA (NIGERIA),2021-06-11,0.03,0.03,0.57,0.052631578947368425,keep
JAIZ BANK NIGERIA (NIGERIA),2022-05-27,0.04,0.04,0.81,0.04938271604938271,keep
JAIZ BANK NIGERIA (NIGERIA),2023-06-02,0.05,0.05,1.31,0.03816793893129771,keep
JAIZ BANK NIGERIA (NIGERIA),2024-07-02,0.04,0.04,2.05,0.019512195121951223,keep
JAIZ BANK NIGERIA (NIGERIA),2025-07-16,0.07,0.07,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2016-05-31,1.23749505,1.23749505,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2018-06-04,0.8249967,0.8249967,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2019-06-03,1.6499934,1.6499934,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2020-06-01,1.98,1.98,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2021-05-31,0.4,0.4,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2022-05-30,2.5,2.5,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2023-05-29,2.5,2.5,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2024-06-03,3.0,3.0,,,missing_prev_price
JULIUS BERGER NIGERIA (NIGERIA),2025-06-02,3.25,3.25,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2016-06-16,3.0,3.0,71.71,0.0418351694324362,keep
LAFARGE AFRICA NIGERIA (NIGERIA),2017-05-23,1.05,1.05,48.5,0.021649484536082474,keep
LAFARGE AFRICA NIGERIA (NIGERIA),2018-04-23,1.5,1.5,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2020-05-04,1.0,1.0,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2021-05-04,1.0,1.0,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2021-11-11,1.0,1.0,25.85,0.03868471953578336,keep
LAFARGE AFRICA NIGERIA (NIGERIA),2022-04-04,1.0,1.0,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2023-04-11,2.0,2.0,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2024-04-02,1.9,1.9,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2025-04-02,1.2,1.2,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2025-05-12,4.0,4.0,,,missing_prev_price
LAFARGE AFRICA NIGERIA (NIGERIA),2026-04-07,6.0,6.0,,,missing_prev_price
MTN NIGERIA (NIGERIA),2019-08-09,2.95,2.95,132.5,0.02226415094339623,keep
MTN NIGERIA (NIGERIA),2020-04-20,4.97,4.97,,,missing_prev_price
MTN NIGERIA (NIGERIA),2020-08-17,3.5,3.5,,,missing_prev_price
MTN NIGERIA (NIGERIA),2021-05-05,5.9,5.9,174.0,0.0339080459770115,keep
MTN NIGERIA (NIGERIA),2021-08-20,4.55,4.55,176.5,0.025779036827195467,keep
MTN NIGERIA (NIGERIA),2022-04-07,8.57,8.57,212.0,0.040424528301886795,keep
MTN NIGERIA (NIGERIA),2022-08-19,5.6,5.6,200.0,0.027999999999999997,keep
MTN NIGERIA (NIGERIA),2023-03-28,10.0,10.0,233.0,0.04291845493562232,keep
MTN NIGERIA (NIGERIA),2023-08-17,5.6,5.6,280.0,0.02,keep
MTN NIGERIA (NIGERIA),2025-11-21,5.0,5.0,475.0,0.010526315789473684,keep
MTN NIGERIA (NIGERIA),2026-04-09,15.0,15.0,,,missing_prev_price
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2017-04-20,0.00147058824,0.00147058824,8.44,0.00017424031279620854,keep
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2018-04-20,0.98039216,0.98039216,22.0,0.04456328,keep
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2019-05-31,0.39215686,0.39215686,18.0,0.02178649222222222,keep
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2020-07-15,0.39215686,0.39215686,10.0,0.039215686,keep
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2021-04-23,0.39215686,0.39215686,15.2,0.02579979342105263,keep
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2022-05-06,0.98039216,0.98039216,13.0,0.07541478153846154,keep
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2023-05-02,0.98039216,0.98039216,,,missing_prev_price
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2023-11-10,2.0,2.0,55.65,0.03593890386343217,keep
NASCON ALLIED INDUSTRIES NIGERIA (NIGERIA),2025-04-17,0.006,0.006,43.95,0.00013651877133105802,keep
NESTLÉ NIGERIA (NIGERIA),2016-05-09,19.0,19.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2017-05-08,10.0,10.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2017-11-27,15.0,15.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2018-05-07,27.5,27.5,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2018-11-26,20.0,20.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2019-05-13,38.5,38.5,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2019-11-25,25.0,25.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2020-05-18,45.0,45.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2020-11-23,25.0,25.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2021-05-24,35.5,35.5,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2021-11-22,25.0,25.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2022-05-30,25.5,25.5,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2022-11-21,25.0,25.0,,,missing_prev_price
NESTLÉ NIGERIA (NIGERIA),2023-04-25,36.5,36.5,,,missing_prev_price
NIGERIAN BREWERIES (NIGERIA),2016-03-03,2.88,2.88,,,missing_prev_price
NIGERIAN BREWERIES (NIGERIA),2016-11-17,0.8,0.8,142.03,0.005632612828275717,keep
NIGERIAN BREWERIES (NIGERIA),2017-03-09,2.064,2.064,139.8,0.014763948497854076,keep
NIGERIAN BREWERIES (NIGERIA),2017-11-16,0.8,0.8,139.0,0.0057553956834532375,keep
NIGERIAN BREWERIES (NIGERIA),2018-03-07,2.504,2.504,130.0,0.019261538461538462,keep
NIGERIAN BREWERIES (NIGERIA),2018-11-23,0.48,0.48,84.0,0.005714285714285714,keep
NIGERIAN BREWERIES (NIGERIA),2019-03-07,1.464,1.464,80.0,0.0183,keep
NIGERIAN BREWERIES (NIGERIA),2019-11-22,0.4,0.4,52.0,0.007692307692307693,keep
NIGERIAN BREWERIES (NIGERIA),2020-03-05,1.208,1.208,42.3,0.02855791962174941,keep
NIGERIAN BREWERIES (NIGERIA),2020-11-23,0.2,0.2,,,missing_prev_price
NIGERIAN BREWERIES (NIGERIA),2021-03-11,0.552,0.552,50.0,0.011040000000000001,keep
NIGERIAN BREWERIES (NIGERIA),2021-11-22,0.32,0.32,,,missing_prev_price
NIGERIAN BREWERIES (NIGERIA),2022-03-10,0.96,0.96,47.9,0.020041753653444676,keep
NIGERIAN BREWERIES (NIGERIA),2022-11-24,0.32,0.32,45.35,0.0070562293274531425,keep
NIGERIAN BREWERIES (NIGERIA),2023-03-17,1.03,1.03,40.85,0.02521419828641371,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2016-05-10,0.1,0.1,29.11,0.0034352456200618347,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2017-05-16,1.5,1.5,50.0,0.03,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2018-05-15,3.0,3.0,85.5,0.03508771929824561,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2019-05-14,3.0,3.0,77.0,0.03896103896103896,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2019-10-31,2.0,2.0,54.95,0.036396724294813464,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2020-05-19,2.0,2.0,60.55,0.03303055326176713,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2021-05-14,7.0,7.0,,,missing_prev_price
OKOMU OIL PALM NIGERIA (NIGERIA),2022-04-25,8.0,8.0,,,missing_prev_price
OKOMU OIL PALM NIGERIA (NIGERIA),2022-08-23,7.0,7.0,195.3,0.035842293906810034,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2022-11-16,2.0,2.0,169.5,0.011799410029498525,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2023-04-25,12.0,12.0,,,missing_prev_price
OKOMU OIL PALM NIGERIA (NIGERIA),2023-11-17,4.5,4.5,236.8,0.01900337837837838,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2024-04-26,14.0,14.0,246.5,0.056795131845841784,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2024-08-09,8.0,8.0,353.3,0.022643645626945937,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2024-11-15,2.0,2.0,338.1,0.005915409642117717,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2025-04-25,26.0,26.0,545.2,0.047688921496698455,keep
OKOMU OIL PALM NIGERIA (NIGERIA),2025-08-11,30.0,30.0,,,missing_prev_price
OKOMU OIL PALM NIGERIA (NIGERIA),2025-11-03,10.0,10.0,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2016-07-04,1.0,1.0,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2017-07-03,1.5,1.5,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2018-07-09,2.0,2.0,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2019-07-08,2.0,2.0,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2020-07-20,2.0,2.0,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2021-07-07,2.0,2.0,70.0,0.02857142857142857,keep
PRESCO PLC NIGERIA (NIGERIA),2021-11-15,1.0,1.0,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2022-07-13,6.6,6.6,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2022-11-22,2.0,2.0,120.5,0.016597510373443983,keep
PRESCO PLC NIGERIA (NIGERIA),2023-09-14,6.8,6.8,208.0,0.032692307692307694,keep
PRESCO PLC NIGERIA (NIGERIA),2023-11-14,2.0,2.0,190.0,0.010526315789473684,keep
PRESCO PLC NIGERIA (NIGERIA),2024-05-15,24.3,24.3,291.5,0.08336192109777016,keep
PRESCO PLC NIGERIA (NIGERIA),2025-07-07,42.0,42.0,,,missing_prev_price
PRESCO PLC NIGERIA (NIGERIA),2025-11-10,30.0,30.0,,,missing_prev_price
SEPLAT ENERGY NIGERIA (NIGERIA),2021-08-13,10.2875,10.2875,770.0,0.01336038961038961,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2021-11-16,10.294,10.294,731.5,0.014072453861927547,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2022-05-06,10.378,10.378,1200.0,0.008648333333333334,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2022-05-31,10.38025,10.38025,1300.0,0.007984807692307692,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2022-08-15,10.476,10.476,,,missing_prev_price
SEPLAT ENERGY NIGERIA (NIGERIA),2022-11-11,11.01475,11.01475,1100.0,0.01001340909090909,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2023-04-19,34.52925,34.52925,1150.0,0.030025434782608693,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2023-05-19,13.8252,13.8252,1175.0,0.01176612765957447,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2023-08-18,23.3094,23.3094,1693.6,0.01376322626358054,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2023-11-13,24.0864,24.0864,,,missing_prev_price
SEPLAT ENERGY NIGERIA (NIGERIA),2024-04-29,79.7964,79.7964,,,missing_prev_price
SEPLAT ENERGY NIGERIA (NIGERIA),2024-06-03,39.615,39.615,,,missing_prev_price
SEPLAT ENERGY NIGERIA (NIGERIA),2024-08-14,47.0565,47.0565,3730.0,0.0126156836461126,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2024-11-13,59.59368,59.59368,5700.0,0.010455031578947368,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2025-05-12,110.9934,110.9934,,,missing_prev_price
SEPLAT ENERGY NIGERIA (NIGERIA),2025-05-26,72.99924,72.99924,,,missing_prev_price
SEPLAT ENERGY NIGERIA (NIGERIA),2025-08-14,70.4927,70.4927,5450.0,0.012934440366972477,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2025-11-14,108.11475,108.11475,5917.2,0.018271268505374163,keep
SEPLAT ENERGY NIGERIA (NIGERIA),2026-05-18,114.73339,114.73339,,,missing_prev_price
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2017-01-03,0.04285714,0.04285714,,,missing_prev_price
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2017-04-04,0.04285714,0.04285714,18.0,0.0023809522222222224,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2017-09-07,0.51428571,0.51428571,39.01,0.013183432709561651,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2018-03-29,0.42857143,0.42857143,48.0,0.008928571458333333,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2018-08-29,0.85714286,0.85714286,49.5,0.017316017373737374,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2019-03-21,1.28571429,1.28571429,47.0,0.02735562319148936,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2019-09-05,0.85714286,0.85714286,38.0,0.022556391052631578,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2020-03-19,1.71428571,1.71428571,30.25,0.056670601983471076,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2020-09-16,0.34285714,0.34285714,39.5,0.00867992759493671,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2021-04-08,3.08571429,3.08571429,52.55,0.058719586869647955,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2021-09-21,1.0,1.0,39.0,0.02564102564102564,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2022-04-14,2.0,2.0,34.15,0.05856515373352855,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2022-09-07,1.5,1.5,31.5,0.047619047619047616,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2023-04-04,2.0,2.0,37.6,0.05319148936170213,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2023-09-13,1.5,1.5,66.5,0.022556390977443608,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2024-04-22,2.2,2.2,,,missing_prev_price
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2024-09-19,2.0,2.0,57.0,0.03508771929824561,keep
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2025-04-14,3.0,3.0,,,missing_prev_price
STANBIC IBTC HOLDINGS NIGERIA (NIGERIA),2025-10-07,2.5,2.5,109.5,0.0228310502283105,keep
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),2016-04-04,0.09,0.09,,,missing_prev_price
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),2018-04-30,0.02,0.02,,,missing_prev_price
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),2020-05-05,0.03,0.03,1.28,0.0234375,keep
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),2021-04-19,0.05,0.05,,,missing_prev_price
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),2022-05-30,0.1,0.1,,,missing_prev_price
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),2023-05-22,0.15,0.15,,,missing_prev_price
STERLING FINANCIAL HOLDINGS NIGERIA (NIGERIA),2025-07-02,0.18,0.18,5.65,0.03185840707964602,keep
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2016-04-18,12.0,12.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2016-08-22,3.0,3.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2016-11-21,7.0,7.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2017-04-18,7.0,7.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2017-12-04,3.0,3.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2018-03-19,14.0,14.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2018-11-26,3.0,3.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2019-04-23,14.0,14.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2020-06-05,6.71,6.71,102.8,0.06527237354085604,keep
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2021-04-19,6.08,6.08,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2021-08-16,4.0,4.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2022-04-25,18.2,18.2,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2022-11-21,4.0,4.0,,,missing_prev_price
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2023-04-26,21.0,21.0,218.8,0.0959780621572212,keep
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2024-04-24,25.0,25.0,346.5,0.07215007215007214,keep
TOTALENERGIES MARKETING NIGERIA (NIGERIA),2025-04-23,40.0,40.0,745.0,0.053691275167785234,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2016-04-05,0.41,0.41,5.0,0.08199999999999999,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2017-03-08,0.4,0.4,4.98,0.08032128514056225,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2018-03-07,0.1245,0.1245,7.55,0.016490066225165564,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2019-02-28,0.15,0.15,6.1,0.02459016393442623,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2020-03-13,0.07,0.07,4.05,0.017283950617283952,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2022-03-24,0.07,0.07,5.38,0.01301115241635688,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2023-03-20,0.13,0.13,,,missing_prev_price
TRANSCORP HOTELS NIGERIA (NIGERIA),2024-04-16,0.2,0.2,97.9,0.0020429009193054137,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2024-08-08,0.1,0.1,98.4,0.001016260162601626,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2025-03-26,0.64,0.64,136.0,0.004705882352941177,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2025-08-08,0.1,0.1,164.7,0.0006071645415907711,keep
TRANSCORP HOTELS NIGERIA (NIGERIA),2026-02-16,1.2,1.2,,,missing_prev_price
TRANSCORP PLC NIGERIA (NIGERIA),2016-04-05,0.000380952,0.000380952,0.97,0.0003927340206185567,keep
TRANSCORP PLC NIGERIA (NIGERIA),2018-04-18,0.08,0.08,1.65,0.04848484848484849,keep
TRANSCORP PLC NIGERIA (NIGERIA),2019-03-01,0.12,0.12,1.3,0.0923076923076923,keep
TRANSCORP PLC NIGERIA (NIGERIA),2020-03-18,0.04,0.04,0.69,0.05797101449275363,keep
TRANSCORP PLC NIGERIA (NIGERIA),2021-04-16,0.04,0.04,0.79,0.05063291139240506,keep
TRANSCORP PLC NIGERIA (NIGERIA),2022-04-11,0.08,0.08,,,missing_prev_price
TRANSCORP PLC NIGERIA (NIGERIA),2023-04-12,0.0002,0.0002,1.4,0.00014285714285714287,keep
TRANSCORP PLC NIGERIA (NIGERIA),2024-04-25,0.4,0.4,13.9,0.02877697841726619,keep
TRANSCORP PLC NIGERIA (NIGERIA),2024-08-08,0.0016,0.0016,10.4,0.00015384615384615385,keep
TRANSCORP PLC NIGERIA (NIGERIA),2025-03-28,0.6,0.6,11.25,0.05333333333333333,keep
TRANSCORP PLC NIGERIA (NIGERIA),2025-08-12,0.4,0.4,13.0,0.03076923076923077,keep
TRANSCORP PLC NIGERIA (NIGERIA),2026-05-04,1.6,1.6,,,missing_prev_price
TRANSCORP POWER NIGERIA (NIGERIA),2024-04-22,3.13,3.13,,,missing_prev_price
TRANSCORP POWER NIGERIA (NIGERIA),2024-08-07,1.5,1.5,373.9,0.004011767852366943,keep
TRANSCORP POWER NIGERIA (NIGERIA),2025-02-12,3.5,3.5,349.8,0.010005717552887363,keep
TRANSCORP POWER NIGERIA (NIGERIA),2025-08-11,1.5,1.5,,,missing_prev_price
TRANSCORP POWER NIGERIA (NIGERIA),2026-04-20,4.0,4.0,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2016-04-11,0.05,0.05,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2017-04-18,0.1,0.1,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2018-04-16,0.5,0.5,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2019-04-15,1.5,1.5,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2022-04-19,0.5,0.5,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2023-04-18,0.25,0.25,12.9,0.01937984496124031,keep
UNILEVER NIGERIA (NIGERIA),2024-04-29,0.75,0.75,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2025-04-28,1.25,1.25,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2025-08-11,0.5,0.5,,,missing_prev_price
UNILEVER NIGERIA (NIGERIA),2026-04-13,3.25,3.25,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2016-03-30,0.0004,0.0004,3.96,0.00010101010101010101,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2016-09-14,0.2,0.2,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2017-04-03,0.55,0.55,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2017-08-31,0.2,0.2,9.45,0.021164021164021166,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2018-04-10,0.65,0.65,11.85,0.05485232067510549,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2018-09-12,0.2,0.2,7.45,0.026845637583892617,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2019-04-03,0.65,0.65,7.5,0.08666666666666667,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2019-09-13,0.2,0.2,6.3,0.03174603174603175,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2020-03-16,0.8,0.8,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2020-09-16,0.17,0.17,6.15,0.027642276422764227,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2021-03-22,0.35,0.35,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2021-09-24,0.2,0.2,7.65,0.026143790849673203,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2022-03-21,0.8,0.8,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2022-09-23,0.2,0.2,7.4,0.02702702702702703,keep
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2023-04-17,0.9,0.9,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2023-09-28,0.5,0.5,,,missing_prev_price
UNITED BANK FOR AFRICA NIGERIA (NIGERIA),2024-05-13,2.3,2.3,,,missing_prev_price
