Company,Date,OriginalDividend,SanitizedDividend,PrevPrice,OriginalImpact,Action
SONATEL SENEGAL (SENEGAL),2021-05-12,1361.0,1361.0,14955.0,0.09100635239050485,keep
SONATEL SENEGAL (SENEGAL),2022-05-16,1556.0,1556.0,,,missing_prev_price
SONATEL SENEGAL (SENEGAL),2023-05-15,1667.0,1667.0,,,missing_prev_price
SONATEL SENEGAL (SENEGAL),2024-05-15,1750.0,1750.0,19500.0,0.08974358974358974,keep
SONATEL SENEGAL (SENEGAL),2025-05-20,1838.89,1838.89,26600.0,0.06913120300751881,keep
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2016-08-15,750.0,750.0,,,missing_prev_price
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2017-08-12,800.0,800.0,16690.0,0.04793289394847214,keep
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2018-08-08,850.0,850.0,,,missing_prev_price
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2019-08-10,0.9,0.9,14100.0,6.382978723404255e-05,keep
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2020-07-20,525.0,525.0,,,missing_prev_price
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2021-07-15,0.456,0.456,18400.0,2.4782608695652175e-05,keep
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2022-07-12,1.15,1.15,24900.0,4.6184738955823286e-05,keep
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2023-07-25,1.44,1.44,24950.0,5.771543086172345e-05,keep
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2024-08-10,0.948,0.948,21850.0,4.3386727688787185e-05,keep
TOTALENERGIES MARKETING SENEGAL (SENEGAL),2025-07-30,1.013,1.013,24800.0,4.084677419354838e-05,keep
ABSA (SOUTH AFRICA),2016-04-04,5.5,5.5,,,missing_prev_price
ABSA (SOUTH AFRICA),2016-09-07,4.6000000000000005,4.6000000000000005,152.78,0.030108652965047784,keep
ABSA (SOUTH AFRICA),2017-04-05,5.7,5.7,144.14,0.039544886915498824,keep
ABSA (SOUTH AFRICA),2017-09-06,4.75,4.75,150.0,0.03166666666666667,keep
ABSA (SOUTH AFRICA),2018-04-11,5.95,5.95,183.39,0.03244451714924478,keep
ABSA (SOUTH AFRICA),2018-09-12,4.9,4.9,154.13,0.03179134496853306,keep
ABSA (SOUTH AFRICA),2019-04-10,6.2,6.2,163.31,0.03796460718878207,keep
ABSA (SOUTH AFRICA),2019-09-11,5.05,5.05,161.0,0.031366459627329195,keep
ABSA (SOUTH AFRICA),2020-04-15,6.2,6.2,96.93,0.06396368513360157,keep
ABSA (SOUTH AFRICA),2021-09-15,3.1,3.1,151.87,0.020412194640152762,keep
ABSA (SOUTH AFRICA),2022-04-20,4.75,4.75,183.1,0.02594210813762971,keep
ABSA (SOUTH AFRICA),2022-09-14,6.5,6.5,185.69,0.03500457752167591,keep
ABSA (SOUTH AFRICA),2023-04-19,6.5,6.5,181.76,0.035761443661971835,keep
ABSA (SOUTH AFRICA),2023-09-13,6.8500000000000005,6.8500000000000005,180.93,0.03785994583540596,keep
ABSA (SOUTH AFRICA),2024-04-17,6.8500000000000005,6.8500000000000005,145.5,0.04707903780068729,keep
ABSA (SOUTH AFRICA),2024-09-11,6.8500000000000005,6.8500000000000005,173.25,0.03953823953823954,keep
ABSA (SOUTH AFRICA),2025-04-23,7.75,7.75,172.56,0.044911914696337506,keep
ABSA (SOUTH AFRICA),2025-09-10,7.85,7.85,188.86,0.04156518055702636,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2016-09-28,2.25,2.25,78.35,0.028717294192724955,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2017-09-27,6.5,6.5,104.99,0.0619106581579198,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2018-04-11,2.5,2.5,101.69,0.02458452158520995,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2018-09-26,7.5,7.5,135.45,0.05537098560354375,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2019-04-03,4.0,4.0,173.73,0.023024233005238013,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2019-09-25,9.0,9.0,,,missing_prev_price
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2020-03-18,5.0,5.0,94.0,0.05319148936170213,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2020-09-30,7.0,7.0,200.95,0.03483453595421747,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2021-03-24,10.0,10.0,264.06,0.03787018101946527,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2021-09-29,20.0,20.0,205.78,0.09719117504130625,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2022-03-30,12.0,12.0,284.38,0.04219706027146775,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2022-09-28,20.0,20.0,264.87,0.07550874013667082,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2023-03-29,14.0,14.0,248.04,0.056442509272697956,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2023-10-04,12.0,12.0,162.96,0.07363770250368189,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2024-04-03,6.0,6.0,167.0,0.03592814371257485,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2024-10-02,9.0,9.0,197.61,0.04554425383330803,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2025-04-02,4.5,4.5,151.19,0.029763873272041802,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2025-10-01,6.0,6.0,185.51,0.03234326990458736,keep
AFRICAN RAINBOW MINERALS (SOUTH AFRICA),2026-04-08,5.0,5.0,,,missing_prev_price
ANGLO AMERICAN (SOUTH AFRICA),2018-03-14,7.17233629,7.17233629,275.41,0.026042396027740455,keep
ANGLO AMERICAN (SOUTH AFRICA),2018-08-15,7.37948171,7.37948171,289.06,0.025529238600982496,keep
ANGLO AMERICAN (SOUTH AFRICA),2019-03-13,8.1808815,8.1808815,362.02,0.02259787166454892,keep
ANGLO AMERICAN (SOUTH AFRICA),2019-08-14,9.78058141,9.78058141,329.09,0.02972008085933939,keep
ANGLO AMERICAN (SOUTH AFRICA),2020-03-11,7.98318275,7.98318275,312.59,0.025538829617070286,keep
ANGLO AMERICAN (SOUTH AFRICA),2020-08-19,5.22022349,5.22022349,422.85,0.012345331654250917,keep
ANGLO AMERICAN (SOUTH AFRICA),2021-03-17,11.9281,11.9281,591.05,0.020181202943913377,keep
ANGLO AMERICAN (SOUTH AFRICA),2021-06-02,0.1703125,0.1703125,615.93,0.00027651275307258945,keep
ANGLO AMERICAN (SOUTH AFRICA),2021-06-07,2.83854168,2.83854168,,,missing_prev_price
ANGLO AMERICAN (SOUTH AFRICA),2021-08-18,42.2469,42.2469,661.78,0.06383828462631086,keep
ANGLO AMERICAN (SOUTH AFRICA),2022-03-16,28.6081,28.6081,710.01,0.040292531091111396,keep
ANGLO AMERICAN (SOUTH AFRICA),2022-08-17,23.735100000000003,23.735100000000003,597.25,0.03974064462118042,keep
ANGLO AMERICAN (SOUTH AFRICA),2023-03-15,15.4206,15.4206,605.22,0.025479329830474868,keep
ANGLO AMERICAN (SOUTH AFRICA),2023-08-16,11.009,11.009,491.4,0.022403337403337404,keep
ANGLO AMERICAN (SOUTH AFRICA),2024-03-13,8.80081106,8.80081106,442.8,0.019875363730803973,keep
ANGLO AMERICAN (SOUTH AFRICA),2024-08-14,8.75189617,8.75189617,515.99,0.01696136779782554,keep
ANGLO AMERICAN (SOUTH AFRICA),2025-03-12,4.585875280000001,4.585875280000001,530.51,0.008644276790258433,keep
ANGLO AMERICAN (SOUTH AFRICA),2025-06-02,72.1108,72.1108,,,missing_prev_price
ANGLO AMERICAN (SOUTH AFRICA),2025-08-20,1.250172,1.250172,511.1,0.002446041870475445,keep
ANGLO AMERICAN (SOUTH AFRICA),2026-03-11,2.574368,2.574368,723.98,0.003555855134119727,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2017-03-22,1.3,1.3,,,missing_prev_price
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2018-03-20,0.7000000000000001,0.7000000000000001,106.94,0.0065457265756498975,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2019-03-19,0.95,0.95,199.1,0.004771471622300351,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2020-03-11,1.65,1.65,297.78,0.005541003425347572,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2021-03-10,7.05,7.05,345.52,0.020404028710349617,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2021-08-25,0.87,0.87,247.29,0.0035181366007521536,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2022-03-09,2.17,2.17,401.61,0.005403251911057992,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2022-08-24,4.93,4.93,257.19,0.019168707959096386,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2023-03-15,3.22,3.22,352.18,0.00914305184848657,keep
ANGLOGOLD ASHANTI ADR (SOUTH AFRICA),2023-08-23,0.7000000000000001,0.7000000000000001,301.98,0.0023180343069077423,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2016-10-05,2.48,2.48,309.0,0.00802588996763754,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2017-10-04,2.87,2.87,304.79,0.009416319433052265,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2018-10-03,3.15,3.15,170.48,0.01847724073205068,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2021-09-21,2.62,2.62,238.67,0.010977500314241422,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2022-09-21,3.26,3.26,140.41,0.02321771953564561,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2023-09-20,3.42,3.42,173.28,0.019736842105263157,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2024-09-18,3.59,3.59,194.61,0.018447150711679766,keep
ASPEN PHARMACARE HOLDINGS (SOUTH AFRICA),2025-10-01,2.11,2.11,96.88,0.021779521056977703,keep
AVI (SOUTH AFRICA),2016-10-12,2.2,2.2,88.96,0.024730215827338132,keep
AVI (SOUTH AFRICA),2017-04-19,1.62,1.62,91.13,0.01777680237024032,keep
AVI (SOUTH AFRICA),2017-10-11,2.43,2.43,91.09,0.026676912943242946,keep
AVI (SOUTH AFRICA),2018-04-18,1.75,1.75,106.18,0.016481446600113015,keep
AVI (SOUTH AFRICA),2018-10-10,5.1000000000000005,5.1000000000000005,97.58,0.052264808362369346,keep
AVI (SOUTH AFRICA),2019-04-16,1.65,1.65,92.02,0.017930884590306454,keep
AVI (SOUTH AFRICA),2019-10-09,2.5,2.5,81.25,0.03076923076923077,keep
AVI (SOUTH AFRICA),2020-04-15,1.6,1.6,74.33,0.02152562895197094,keep
AVI (SOUTH AFRICA),2020-10-14,2.5,2.5,74.92,0.033368926855312335,keep
AVI (SOUTH AFRICA),2021-04-14,4.4,4.4,74.02,0.0594433936773845,keep
AVI (SOUTH AFRICA),2021-10-20,2.75,2.75,83.25,0.03303303303303303,keep
AVI (SOUTH AFRICA),2022-04-12,1.7,1.7,70.03,0.024275310581179495,keep
AVI (SOUTH AFRICA),2022-10-19,2.92,2.92,73.13,0.03992889375085464,keep
AVI (SOUTH AFRICA),2023-04-12,1.72,1.72,69.78,0.02464889653195758,keep
AVI (SOUTH AFRICA),2023-10-18,3.1,3.1,70.56,0.043934240362811794,keep
AVI (SOUTH AFRICA),2024-04-17,2.02,2.02,82.73,0.02441677746887465,keep
AVI (SOUTH AFRICA),2024-10-16,6.68,6.68,109.5,0.06100456621004566,keep
AVI (SOUTH AFRICA),2025-04-09,2.2,2.2,88.9,0.024746906636670417,keep
AVI (SOUTH AFRICA),2025-10-15,4.0600000000000005,4.0600000000000005,100.67,0.04032979040429125,keep
BHP (SOUTH AFRICA),2022-02-23,22.4588,22.4588,468.5458,0.0479329875542583,keep
BHP (SOUTH AFRICA),2022-08-31,29.7095,29.7095,473.79,0.06270605120411997,keep
BHP (SOUTH AFRICA),2023-03-08,16.5072,16.5072,580.03,0.028459217626674485,keep
BHP (SOUTH AFRICA),2023-09-06,14.9416,14.9416,564.43,0.026472016016157895,keep
BHP (SOUTH AFRICA),2024-03-06,13.8846,13.8846,549.3,0.02527689787001639,keep
BHP (SOUTH AFRICA),2024-09-11,13.0579,13.0579,457.62,0.028534373497661816,keep
BHP (SOUTH AFRICA),2025-03-05,9.179375,9.179375,450.75,0.020364669994453688,keep
BHP (SOUTH AFRICA),2025-09-03,10.5754,10.5754,488.41,0.021652709813476383,keep
BHP (SOUTH AFRICA),2026-03-04,11.628,11.628,638.9,0.01820003130380341,keep
BID CORP (SOUTH AFRICA),2016-09-14,2.41,2.41,282.0,0.008546099290780143,keep
BID CORP (SOUTH AFRICA),2017-03-22,2.5,2.5,,,missing_prev_price
BID CORP (SOUTH AFRICA),2017-09-20,2.5,2.5,305.02,0.008196183856796276,keep
BID CORP (SOUTH AFRICA),2018-03-20,2.8000000000000003,2.8000000000000003,265.0,0.010566037735849057,keep
BID CORP (SOUTH AFRICA),2018-09-19,2.8000000000000003,2.8000000000000003,311.17,0.008998296750972138,keep
BID CORP (SOUTH AFRICA),2019-03-19,3.1,3.1,295.0,0.010508474576271187,keep
BID CORP (SOUTH AFRICA),2019-09-25,3.3000000000000003,3.3000000000000003,,,missing_prev_price
BID CORP (SOUTH AFRICA),2020-03-25,3.3000000000000003,3.3000000000000003,195.0,0.016923076923076926,keep
BID CORP (SOUTH AFRICA),2021-10-20,4.0,4.0,331.99,0.012048555679387934,keep
BID CORP (SOUTH AFRICA),2022-03-23,3.0,3.0,318.84,0.00940910801656003,keep
BID CORP (SOUTH AFRICA),2022-09-21,4.0,4.0,299.21,0.013368537147822601,keep
BID CORP (SOUTH AFRICA),2023-03-22,4.4,4.4,,,missing_prev_price
BID CORP (SOUTH AFRICA),2023-09-27,5.0,5.0,430.5,0.011614401858304297,keep
BID CORP (SOUTH AFRICA),2024-03-19,5.25,5.25,451.07,0.011638991730773495,keep
BID CORP (SOUTH AFRICA),2024-09-25,5.65,5.65,,,missing_prev_price
BID CORP (SOUTH AFRICA),2025-03-26,5.6000000000000005,5.6000000000000005,440.0,0.012727272727272728,keep
BID CORP (SOUTH AFRICA),2025-09-23,6.0,6.0,442.59,0.013556564766488173,keep
BID CORP (SOUTH AFRICA),2026-03-25,6.15,6.15,400.18,0.015368084362037083,keep
BIDVEST (SOUTH AFRICA),2016-04-04,4.82,4.82,,,missing_prev_price
BIDVEST (SOUTH AFRICA),2016-05-30,2.7,2.7,,,missing_prev_price
BIDVEST (SOUTH AFRICA),2016-09-21,2.32,2.32,153.0,0.015163398692810456,keep
BIDVEST (SOUTH AFRICA),2017-03-15,2.27,2.27,160.6,0.014134495641344957,keep
BIDVEST (SOUTH AFRICA),2017-09-20,2.64,2.64,165.64,0.01593817918377204,keep
BIDVEST (SOUTH AFRICA),2018-03-14,2.5500000000000003,2.5500000000000003,221.44,0.011515534682080926,keep
BIDVEST (SOUTH AFRICA),2018-09-19,3.01,3.01,187.91,0.016018306636155607,keep
BIDVEST (SOUTH AFRICA),2019-03-19,2.82,2.82,200.0,0.0141,keep
BIDVEST (SOUTH AFRICA),2019-09-18,3.18,3.18,205.74,0.015456401283172936,keep
BIDVEST (SOUTH AFRICA),2020-03-25,2.82,2.82,146.0,0.019315068493150685,keep
BIDVEST (SOUTH AFRICA),2021-03-24,2.9,2.9,162.84,0.01780889216408745,keep
BIDVEST (SOUTH AFRICA),2021-09-29,3.1,3.1,192.67,0.016089687029636167,keep
BIDVEST (SOUTH AFRICA),2022-03-23,3.8,3.8,225.3,0.01686640035508211,keep
BIDVEST (SOUTH AFRICA),2022-09-28,3.64,3.64,214.3,0.016985534297713486,keep
BIDVEST (SOUTH AFRICA),2023-03-29,4.37,4.37,262.93,0.016620393260563648,keep
BIDVEST (SOUTH AFRICA),2023-09-27,4.39,4.39,276.82,0.01585868073116104,keep
BIDVEST (SOUTH AFRICA),2024-03-26,4.67,4.67,244.03,0.019136991353522106,keep
BIDVEST (SOUTH AFRICA),2024-09-25,4.47,4.47,,,missing_prev_price
BIDVEST (SOUTH AFRICA),2025-03-26,4.7,4.7,247.67,0.018976864375984174,keep
BIDVEST (SOUTH AFRICA),2025-09-23,4.53,4.53,220.17,0.02057501021937594,keep
BIDVEST (SOUTH AFRICA),2026-03-25,4.95,4.95,227.0,0.02180616740088106,keep
BLUE LABEL TELECOMS (SOUTH AFRICA),2016-09-14,0.36,0.36,1921.0,0.00018740239458615304,keep
BLUE LABEL TELECOMS (SOUTH AFRICA),2017-09-13,0.4,0.4,1832.0,0.0002183406113537118,keep
BLUE LABEL TELECOMS (SOUTH AFRICA),2026-03-18,0.435612,0.435612,935.0,0.0004658951871657754,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2016-03-14,22.3089,22.3089,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2016-08-17,9.681746,9.681746,857.36,0.011292509564243726,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2017-03-15,19.2751,19.2751,827.15,0.023303028471256725,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2017-08-16,9.605904,9.605904,841.34,0.011417386550027338,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2017-12-27,7.865658,7.865658,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2018-03-20,8.046144,8.046144,690.39,0.011654490939903533,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2018-06-27,8.681666,8.681666,676.05,0.012841751349752238,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2018-10-03,9.139703,9.139703,661.66,0.013813292325363482,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2018-12-24,8.740763,8.740763,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2019-03-19,9.662901000000002,9.662901000000002,599.0,0.016131721202003343,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2019-06-26,9.477765000000002,9.477765000000002,510.91,0.01855075257873207,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2019-10-02,9.345917,9.345917,561.3,0.016650484589346162,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2019-12-23,9.915129,9.915129,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2020-03-25,10.5798,10.5798,519.64,0.020359864521591872,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2020-07-08,11.2199,11.2199,661.63,0.016957967444039723,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2020-09-30,11.0393,11.0393,606.1,0.01821366111202772,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2020-12-15,10.7739,10.7739,578.86,0.01861227239747089,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2021-03-24,11.171600000000002,11.171600000000002,586.87,0.019035902329306322,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2021-07-07,10.5846,10.5846,555.83,0.01904287282082651,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2021-09-29,10.8351,10.8351,550.56,0.019680143853530955,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2021-12-22,11.3701,11.3701,590.72,0.019247867009750813,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2022-03-23,0.55110395,0.55110395,631.97,0.0008720413152523063,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2022-07-06,0.52634246,0.52634246,678.18,0.0007761102657111681,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2022-09-28,0.56452342,0.56452342,658.68,0.0008570526203922998,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2022-12-21,0.54998358,0.54998358,698.0,0.0007879420916905445,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2023-03-22,0.56796933,0.56796933,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2023-07-12,0.58512182,0.58512182,611.3,0.0009571762146245707,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2023-09-27,0.58258089,0.58258089,613.53,0.000949555669649406,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2023-12-20,0.5921225,0.5921225,543.4,0.0010896623113728378,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2024-03-19,0.58599882,0.58599882,578.0,0.0010138387889273358,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2024-06-26,0.59779249,0.59779249,581.05,0.0010288141984338699,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2024-09-25,0.59607582,0.59607582,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2024-12-18,0.58662554,0.58662554,679.12,0.0008638024796795853,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2025-03-26,0.60373716,0.60373716,738.79,0.0008171972549709661,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2025-06-25,0.60166041,0.60166041,862.57,0.0006975206765827701,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2025-10-01,0.60789898,0.60789898,912.18,0.0006664243679975443,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2025-12-24,0.60294696,0.60294696,949.15,0.0006352493915608703,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2026-03-25,0.60566917,0.60566917,983.0,0.0006161436113936927,keep
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2026-07-08,0.6126,0.6126,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2026-09-30,0.6126,0.6126,,,missing_prev_price
BRITISH AMERICAN TOBACCO (SOUTH AFRICA),2026-12-24,0.6126,0.6126,,,missing_prev_price
CAPITEC BANK (SOUTH AFRICA),2016-04-18,6.8,6.8,,,missing_prev_price
CAPITEC BANK (SOUTH AFRICA),2016-10-12,4.5,4.5,659.14,0.006827077707315593,keep
CAPITEC BANK (SOUTH AFRICA),2017-04-19,8.0,8.0,762.53,0.010491390502668748,keep
CAPITEC BANK (SOUTH AFRICA),2017-10-18,5.25,5.25,926.44,0.0056668537627908985,keep
CAPITEC BANK (SOUTH AFRICA),2018-04-18,9.45,9.45,855.64,0.011044364452339769,keep
CAPITEC BANK (SOUTH AFRICA),2018-10-17,6.3,6.3,986.74,0.006384660599550033,keep
CAPITEC BANK (SOUTH AFRICA),2019-04-16,11.2,11.2,1358.38,0.008245115505234175,keep
CAPITEC BANK (SOUTH AFRICA),2019-10-30,7.55,7.55,1373.88,0.0054953853320522895,keep
CAPITEC BANK (SOUTH AFRICA),2021-05-05,16.0,16.0,742.74,0.021541858523844146,keep
CAPITEC BANK (SOUTH AFRICA),2021-10-20,12.0,12.0,853.955,0.014052262707051308,keep
CAPITEC BANK (SOUTH AFRICA),2022-05-04,39.4,39.4,1059.385,0.0371913893438174,keep
CAPITEC BANK (SOUTH AFRICA),2022-10-19,14.0,14.0,914.74,0.015304895380108008,keep
CAPITEC BANK (SOUTH AFRICA),2023-05-10,28.0,28.0,800.0,0.035,keep
CAPITEC BANK (SOUTH AFRICA),2023-10-18,15.3,15.3,882.065,0.01734566046719913,keep
CAPITEC BANK (SOUTH AFRICA),2024-05-15,33.45,33.45,1140.0,0.0293421052631579,keep
CAPITEC BANK (SOUTH AFRICA),2024-10-16,20.85,20.85,1642.32,0.012695455209703348,keep
CAPITEC BANK (SOUTH AFRICA),2025-05-14,44.25,44.25,1748.52,0.025307116875986548,keep
CAPITEC BANK (SOUTH AFRICA),2025-10-22,26.2,26.2,2023.045,0.012950774698536116,keep
CLICKS (SOUTH AFRICA),2016-01-18,1.695,1.695,,,missing_prev_price
CLICKS (SOUTH AFRICA),2016-06-27,0.76,0.76,,,missing_prev_price
CLICKS (SOUTH AFRICA),2017-01-25,1.96,1.96,120.37,0.01628312702500623,keep
CLICKS (SOUTH AFRICA),2017-06-28,0.88,0.88,140.0,0.006285714285714286,keep
CLICKS (SOUTH AFRICA),2018-01-24,2.34,2.34,182.81,0.012800175045128821,keep
CLICKS (SOUTH AFRICA),2018-06-27,1.025,1.025,203.24,0.005043298563274945,keep
CLICKS (SOUTH AFRICA),2019-01-23,2.775,2.775,194.99,0.014231499051233396,keep
CLICKS (SOUTH AFRICA),2019-06-26,1.18,1.18,212.12,0.00556288893079389,keep
CLICKS (SOUTH AFRICA),2020-01-22,3.27,3.27,268.3,0.012187849422288483,keep
CLICKS (SOUTH AFRICA),2021-01-20,4.5,4.5,276.3,0.016286644951140065,keep
CLICKS (SOUTH AFRICA),2021-06-30,1.425,1.425,250.0,0.0057,keep
CLICKS (SOUTH AFRICA),2022-01-26,3.475,3.475,312.35,0.011125340163278373,keep
CLICKS (SOUTH AFRICA),2022-06-29,1.8,1.8,289.67,0.0062139676183243,keep
CLICKS (SOUTH AFRICA),2023-01-25,4.57,4.57,273.49,0.016709934549709312,keep
CLICKS (SOUTH AFRICA),2023-06-28,1.85,1.85,260.1,0.007112648981161092,keep
CLICKS (SOUTH AFRICA),2024-01-24,4.94,4.94,303.28,0.016288578211553682,keep
CLICKS (SOUTH AFRICA),2024-06-26,2.1,2.1,337.76,0.006217432496447182,keep
CLICKS (SOUTH AFRICA),2025-01-22,5.66,5.66,358.34,0.015795054975721385,keep
CLICKS (SOUTH AFRICA),2025-07-02,2.38,2.38,379.18,0.0062767023577192885,keep
CLICKS (SOUTH AFRICA),2026-01-21,6.48,6.48,351.54,0.018433179723502304,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2017-05-31,0.073487,0.073487,28.48,0.0025803019662921345,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2017-11-08,0.187303,0.187303,32.87,0.005698296318831762,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2018-05-23,0.12736,0.12736,28.45,0.004476625659050967,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2018-10-31,0.206967,0.206967,29.31,0.007061310133060389,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2019-06-05,0.134725,0.134725,24.75,0.005443434343434344,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2019-11-27,0.12794,0.12794,26.03,0.004915097963887821,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2021-06-09,0.311034,0.311034,30.95,0.010049563812600968,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2021-11-24,0.194854,0.194854,34.43,0.005659424920127796,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2022-06-08,0.202041,0.202041,34.15,0.005916281112737921,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2022-11-23,0.281186,0.281186,30.47,0.009228290121430916,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2023-06-07,0.18453,0.18453,23.07,0.007998699609882965,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2023-11-22,0.232434,0.232434,28.81,0.008067823672335994,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2024-06-19,0.22493,0.22493,34.57,0.006506508533410471,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2024-11-20,0.269819,0.269819,37.14,0.007264916532040926,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2025-06-18,0.278519,0.278519,31.4,0.00887003184713376,keep
DIS-CHEM PHARMACIES (SOUTH AFRICA),2025-11-19,0.294173,0.294173,35.04,0.008395348173515983,keep
